pickup_zone,dropoff_zone,pickup_borough,dropoff_borough,order_count,avg_trip_miles,avg_trip_time_min,avg_base_passenger_fare,avg_fare_per_mile,avg_driver_pay,avg_driver_pay_per_minute,avg_response_time_min
Central Park,West Chelsea/Hudson Yards,Manhattan,Manhattan,1,2.46,16.166666666666668,20.49,8.329268292682926,17.02,1.052783505154639,0.38333333333333336
Central Park,Yorkville East,Manhattan,Manhattan,1,3.03,23.533333333333335,29.21,9.640264026402642,30.02,1.2756373937677052,3.5
Central Park,Yorkville West,Manhattan,Manhattan,2,1.119,8.816666666666666,11.665,10.478448427650807,6.82,0.7775096525096525,0.48333333333333334
Charleston/Tottenville,Arden Heights,Staten Island,Staten Island,3,4.203333333333333,9.905555555555555,22.416666666666668,5.787312424885357,14.12,1.5129448374288443,9.055555555555555
Charleston/Tottenville,Arrochar/Fort Wadsworth,Staten Island,Staten Island,1,13.38,23.966666666666665,37.05,2.769058295964125,35.93,1.4991655076495134,1.2833333333333334
Charleston/Tottenville,Bay Ridge,Staten Island,Brooklyn,1,20.35,46.0,54.44,2.6751842751842747,54.5,1.184782608695652,5.283333333333333
Charleston/Tottenville,Bloomfield/Emerson Hill,Staten Island,Staten Island,1,7.37,12.216666666666667,23.28,3.158751696065129,21.25,1.7394270122783082,4.4
Charleston/Tottenville,Borough Park,Staten Island,Brooklyn,1,20.28,35.916666666666664,47.55,2.3446745562130173,48.62,1.3536890951276102,10.533333333333333
Charleston/Tottenville,Brighton Beach,Staten Island,Brooklyn,1,22.45,34.483333333333334,51.32,2.285968819599109,50.63,1.4682455292411793,3.683333333333333
Charleston/Tottenville,Canarsie,Staten Island,Brooklyn,1,30.09,61.18333333333333,69.1,2.2964440013293452,76.59,1.2518114955053121,3.1166666666666667
Charleston/Tottenville,Charleston/Tottenville,Staten Island,Staten Island,5,1.376,4.916666666666666,8.241999999999999,6.640732722471843,7.587999999999999,1.6393176098877522,5.653333333333333
Charleston/Tottenville,Dyker Heights,Staten Island,Brooklyn,1,20.12,33.11666666666667,85.22,4.2355864811133195,48.49,1.464217413185707,8.2
Charleston/Tottenville,Eltingville/Annadale/Prince's Bay,Staten Island,Staten Island,4,4.78,10.9625,19.855,4.11501812132864,15.26,1.424527201351184,6.520833333333334
Charleston/Tottenville,Great Kills,Staten Island,Staten Island,2,5.734999999999999,14.175,19.375,3.335828097155507,16.064999999999998,1.151874429694169,3.325
Charleston/Tottenville,Homecrest,Staten Island,Brooklyn,1,25.09,35.61666666666667,58.2,2.319649262654444,54.89,1.541132428638278,2.816666666666667
Charleston/Tottenville,JFK Airport,Staten Island,Queens,1,39.0,75.36666666666666,150.24,3.8523076923076927,100.73,1.3365325077399381,2.8833333333333333
Charleston/Tottenville,New Dorp/Midland Beach,Staten Island,Staten Island,1,8.53,29.666666666666668,29.93,3.5087924970691677,29.69,1.0007865168539325,8.75
Charleston/Tottenville,Oakwood,Staten Island,Staten Island,1,8.5,19.266666666666666,43.9,5.164705882352941,34.83,1.8077854671280278,4.683333333333334
Charleston/Tottenville,Outside of NYC,Staten Island,,2,31.325000000000003,81.65833333333333,97.795,3.218582736226825,111.625,1.3949794131043007,5.383333333333334
Charleston/Tottenville,Rossville/Woodrow,Staten Island,Staten Island,1,2.442,7.9,12.12,4.963144963144963,7.95,1.0063291139240507,
Charleston/Tottenville,Saint George/New Brighton,Staten Island,Staten Island,1,14.36,47.38333333333333,56.58,3.9401114206128134,47.16,0.9952866690116074,1.5833333333333333
Charleston/Tottenville,UN/Turtle Bay South,Staten Island,Manhattan,1,31.12,57.0,121.04,3.8894601542416454,77.03,1.3514035087719298,8.933333333333334
Charleston/Tottenville,Westerleigh,Staten Island,Staten Island,1,11.04,21.266666666666666,37.56,3.402173913043479,27.41,1.2888714733542321,6.25
Chinatown,Alphabet City,Manhattan,Manhattan,3,1.5200000000000002,12.172222222222222,21.413333333333338,13.251499082391577,13.633333333333333,1.0772330532067396,3.733333333333334
Chinatown,Battery Park City,Manhattan,Manhattan,1,1.48,13.033333333333333,18.17,12.277027027027028,9.98,0.7657289002557545,2.6166666666666667
Chinatown,Bay Ridge,Manhattan,Brooklyn,5,9.220600000000001,23.546666666666667,32.224000000000004,3.490420643949027,27.162,1.1600917205084134,2.3
Chinatown,Bedford,Manhattan,Brooklyn,3,4.480333333333333,17.7,17.83,4.066449399110206,15.686666666666667,0.9104830158889982,4.816666666666666
Chinatown,Bellerose,Manhattan,Queens,1,16.52,41.63333333333333,50.38,3.049636803874092,46.74,1.122658126501201,6.316666666666666
Chinatown,Boerum Hill,Manhattan,Brooklyn,1,2.295,14.283333333333333,31.8,13.856209150326798,13.49,0.9444574095682614,
Chinatown,Borough Park,Manhattan,Brooklyn,1,8.51,19.933333333333334,17.78,2.0893066980023502,27.54,1.3816053511705686,3.6333333333333333
Chinatown,Brooklyn Heights,Manhattan,Brooklyn,3,2.1643333333333334,11.611111111111112,16.353333333333335,7.475819286829409,10.506666666666666,0.9177450166492647,8.158333333333333
Chinatown,Brooklyn Navy Yard,Manhattan,Brooklyn,1,2.503,11.5,15.86,6.336396324410707,10.15,0.8826086956521739,
Chinatown,Bushwick North,Manhattan,Brooklyn,1,5.73,25.75,15.22,2.656195462478185,22.8,0.8854368932038835,5.0
Chinatown,Bushwick South,Manhattan,Brooklyn,2,4.389,18.675,25.880000000000003,5.8779665961170755,17.175,0.9191658181876488,5.25
Chinatown,Clinton East,Manhattan,Manhattan,1,5.98,29.616666666666667,42.27,7.068561872909699,27.15,0.9167135621834552,0.7166666666666667
Chinatown,Clinton Hill,Manhattan,Brooklyn,1,3.4,15.816666666666666,19.65,5.779411764705882,13.9,0.8788198103266597,
Chinatown,Clinton West,Manhattan,Manhattan,4,5.64725,30.033333333333335,35.215,6.418991936476656,27.357499999999998,0.9592772617285354,2.516666666666667
Chinatown,Crown Heights North,Manhattan,Brooklyn,1,6.0,23.4,28.29,4.715,22.65,0.967948717948718,9.133333333333333
Chinatown,Dyker Heights,Manhattan,Brooklyn,1,8.032,29.616666666666667,35.35,4.401145418326694,28.3,0.955543050084412,
Chinatown,East Chelsea,Manhattan,Manhattan,5,4.174,21.226666666666667,31.944,7.551162073219205,21.904000000000003,1.02504307828817,2.0700000000000003
Chinatown,East Concourse/Concourse Village,Manhattan,Bronx,1,10.96,36.88333333333333,27.75,2.531934306569343,36.42,0.987437867148667,8.766666666666667
Chinatown,East Village,Manhattan,Manhattan,3,1.385,10.555555555555555,12.466666666666667,8.859157444715587,8.246666666666666,0.7850527061493809,5.5
Chinatown,Elmhurst,Manhattan,Queens,1,7.9,41.416666666666664,39.61,5.0139240506329115,34.9,0.8426559356136821,2.316666666666667
Chinatown,Elmhurst/Maspeth,Manhattan,Queens,1,8.56,24.75,24.22,2.8294392523364484,26.07,1.0533333333333335,4.066666666666666
Chinatown,Erasmus,Manhattan,Brooklyn,1,7.88,25.516666666666666,26.57,3.3718274111675126,25.6,1.0032658393207055,7.516666666666667
Chinatown,Financial District North,Manhattan,Manhattan,3,1.0119999999999998,7.138888888888888,11.736666666666666,12.24813700918964,7.776666666666666,1.112607545542937,4.475
Chinatown,Financial District South,Manhattan,Manhattan,2,1.275,10.241666666666667,17.29,13.40280857354028,8.725,1.013763053113966,1.95
Chinatown,Flatiron,Manhattan,Manhattan,3,2.9,21.38888888888889,27.409999999999997,9.33297912209106,22.69666666666667,1.1058243460574995,3.961111111111111
Chinatown,Fordham South,Manhattan,Bronx,1,15.16,38.1,55.63,3.669525065963061,45.24,1.1874015748031497,4.75
Chinatown,Fort Greene,Manhattan,Brooklyn,1,3.35,13.866666666666667,18.54,5.534328358208954,13.98,1.008173076923077,
Chinatown,Gramercy,Manhattan,Manhattan,1,2.122,15.966666666666667,16.34,7.700282752120641,12.23,0.7659707724425887,
Chinatown,Greenpoint,Manhattan,Brooklyn,2,4.634,22.691666666666666,23.6,5.086573180333438,20.43,0.9121336781764919,
Chinatown,Greenwich Village North,Manhattan,Manhattan,2,1.8735,13.275,22.095,12.440284752992865,15.48,1.282509335324869,6.0
Chinatown,Greenwich Village South,Manhattan,Manhattan,2,1.3165,9.024999999999999,12.415,9.47399969941849,7.3149999999999995,0.8113199688647941,1.1833333333333333
Chinatown,Hudson Sq,Manhattan,Manhattan,2,1.205,9.016666666666667,14.225,11.743701550387595,10.01,1.2143819981608697,4.091666666666667
Chinatown,Hunts Point,Manhattan,Bronx,1,12.2,36.45,35.41,2.9024590163934425,39.41,1.0812071330589847,0.75
Chinatown,Kingsbridge Heights,Manhattan,Bronx,1,13.48,36.8,41.13,3.051186943620178,42.79,1.1627717391304349,0.9166666666666666
Chinatown,Kips Bay,Manhattan,Manhattan,1,2.11,12.883333333333333,17.7,8.388625592417062,13.32,1.0338939197930144,3.8
Chinatown,LaGuardia Airport,Manhattan,Queens,2,10.499,23.183333333333334,54.58,5.197468392327065,28.165,1.2167297604857565,3.033333333333333
Chinatown,Lenox Hill East,Manhattan,Manhattan,1,6.39,18.133333333333333,33.47,5.237871674491393,19.73,1.0880514705882354,0.5166666666666667
Chinatown,Lenox Hill West,Manhattan,Manhattan,1,6.348,14.866666666666667,28.66,4.514807813484563,22.36,1.5040358744394617,
Chinatown,Little Italy/NoLiTa,Manhattan,Manhattan,3,0.89,7.961111111111111,14.653333333333334,18.416471544715446,8.243333333333334,1.0339094581974682,7.022222222222222
Chinatown,Lower East Side,Manhattan,Manhattan,2,0.8915,11.983333333333333,10.485,11.709791487251755,8.344999999999999,0.7140062570907966,1.7166666666666666
Chinatown,Midtown Center,Manhattan,Manhattan,2,4.6165,33.25,51.27,10.770633182165348,33.69,1.0157618174045029,6.45
Chinatown,Midtown East,Manhattan,Manhattan,2,5.2935,21.175,28.175,5.316535748688973,20.985,0.9883968058968058,3.3916666666666666
Chinatown,Midtown South,Manhattan,Manhattan,4,3.4135,18.583333333333332,21.7725,6.383117957885802,17.067500000000003,0.9457389016761053,2.305555555555556
Chinatown,Murray Hill,Manhattan,Manhattan,1,5.052,20.133333333333333,24.28,4.806017418844022,18.67,0.9273178807947021,
Chinatown,Newark Airport,Manhattan,EWR,1,16.2,91.33333333333333,100.99,6.23395061728395,79.78,0.8735036496350366,1.5333333333333334
Chinatown,Old Astoria,Manhattan,Queens,1,8.44,28.033333333333335,37.06,4.390995260663508,28.9,1.0309155766944114,3.2
Chinatown,Outside of NYC,Manhattan,,1,21.447,52.71666666666667,113.95,5.313097402900173,63.93,1.212709453050901,
Chinatown,Park Slope,Manhattan,Brooklyn,1,3.454,21.466666666666665,21.96,6.3578459756803705,18.6,0.8664596273291927,
Chinatown,Prospect-Lefferts Gardens,Manhattan,Brooklyn,1,6.11,31.9,38.4,6.284779050736497,26.91,0.8435736677115988,2.75
Chinatown,Stapleton,Manhattan,Staten Island,1,14.71,30.133333333333333,44.86,3.0496261046906863,37.58,1.2471238938053097,0.45
Chinatown,Steinway,Manhattan,Queens,1,10.54,19.666666666666668,29.87,2.8339658444022775,25.8,1.311864406779661,3.0833333333333335
Chinatown,Stuy Town/Peter Cooper Village,Manhattan,Manhattan,1,1.847,16.483333333333334,19.86,10.752571737953438,12.87,0.7807886754297269,
Chinatown,Stuyvesant Heights,Manhattan,Brooklyn,1,5.25,21.783333333333335,27.94,5.321904761904762,19.84,0.910788064269319,2.033333333333333
Chinatown,Sunnyside,Manhattan,Queens,1,5.74,15.483333333333333,16.64,2.8989547038327528,16.83,1.0869752421959096,4.316666666666666
Chinatown,Sunset Park East,Manhattan,Brooklyn,1,7.686,21.1,32.43,4.21935987509758,23.71,1.123696682464455,6.783333333333333
Chinatown,Sunset Park West,Manhattan,Brooklyn,1,7.535,19.6,25.64,3.40278699402787,22.59,1.1525510204081633,8.016666666666667
Chinatown,Sutton Place/Turtle Bay North,Manhattan,Manhattan,1,4.372,16.783333333333335,23.73,5.42772186642269,15.79,0.940814299900695,
Chinatown,Times Sq/Theatre District,Manhattan,Manhattan,4,5.08,33.0625,42.0025,8.318551745765655,24.3,0.724867589634546,4.85
Chinatown,TriBeCa/Civic Center,Manhattan,Manhattan,5,0.8868,9.176666666666666,14.88,20.314299547570222,8.146,0.9600610319083236,2.8433333333333333
Chinatown,Two Bridges/Seward Park,Manhattan,Manhattan,2,1.215,8.966666666666667,10.195,8.475925925925925,6.88,0.7685448850666242,5.908333333333333
Chinatown,UN/Turtle Bay South,Manhattan,Manhattan,1,4.34,15.166666666666666,21.15,4.873271889400922,14.8,0.9758241758241759,
Chinatown,Union Sq,Manhattan,Manhattan,4,2.7035,20.3625,21.73,8.219935171570963,16.885,0.8364230069602068,2.45
Chinatown,Upper East Side South,Manhattan,Manhattan,1,6.09,36.733333333333334,32.99,5.417077175697866,34.8,0.9473684210526315,
Chinatown,Upper West Side North,Manhattan,Manhattan,1,7.2,26.933333333333334,36.52,5.072222222222223,26.46,0.9824257425742574,4.166666666666667
Chinatown,Washington Heights North,Manhattan,Manhattan,1,13.12,25.25,41.83,3.1882621951219514,32.56,1.2895049504950495,1.2833333333333334
Chinatown,West Chelsea/Hudson Yards,Manhattan,Manhattan,1,5.25,34.78333333333333,26.39,5.026666666666666,33.52,0.9636799233349307,2.8666666666666667
Chinatown,West Village,Manhattan,Manhattan,3,1.9423333333333332,13.216666666666667,19.25,9.850570747495743,11.353333333333333,0.8570508146022795,2.85
Chinatown,Williamsburg (North Side),Manhattan,Brooklyn,1,3.38,18.666666666666668,22.44,6.63905325443787,15.53,0.8319642857142856,
Chinatown,Williamsburg (South Side),Manhattan,Brooklyn,1,4.64,22.2,35.23,7.592672413793103,22.75,1.0247747747747749,6.6
Chinatown,Windsor Terrace,Manhattan,Brooklyn,1,5.78,15.433333333333334,29.33,5.0743944636678195,17.52,1.1352051835853132,2.1
Chinatown,World Trade Center,Manhattan,Manhattan,3,1.6993333333333334,10.322222222222223,25.376666666666665,13.346277398772244,16.006666666666664,1.554543782516829,4.541666666666666
City Island,JFK Airport,Bronx,Queens,1,24.609,55.233333333333334,76.13,3.093583648258767,65.9,1.1931200965600484,
City Island,Mount Hope,Bronx,Bronx,1,10.63,23.983333333333334,47.5,4.468485418626528,30.05,1.2529534398888116,4.933333333333334
City Island,Outside of NYC,Bronx,,1,8.98,21.183333333333334,54.59,6.079064587973274,29.25,1.3808025177025964,10.05
City Island,TriBeCa/Civic Center,Bronx,Manhattan,2,21.491,38.983333333333334,60.725,2.824401438662634,52.06,1.339345069932503,19.15
City Island,Washington Heights South,Bronx,Manhattan,1,10.9,42.4,32.29,2.9623853211009172,57.06,1.3457547169811321,10.25
Claremont/Bathgate,Allerton/Pelham Gardens,Bronx,Bronx,2,5.7445,20.933333333333334,19.189999999999998,3.4843044311920424,18.049999999999997,0.8743420235878336,4.633333333333334
Claremont/Bathgate,Astoria,Bronx,Queens,2,8.594999999999999,22.78333333333333,29.244999999999997,3.443206061494365,26.03,1.1521386008508867,2.6833333333333336
Claremont/Bathgate,Bedford Park,Bronx,Bronx,4,2.0895,13.116666666666667,14.317499999999999,8.003131630445099,11.247499999999999,0.8441038824937059,1.8777777777777775
Claremont/Bathgate,Belmont,Bronx,Bronx,6,1.2078333333333333,9.561111111111112,12.88,12.299937404750265,9.745,1.0882360039511256,5.156666666666666
Claremont/Bathgate,Central Harlem North,Bronx,Manhattan,3,4.477333333333333,22.57777777777778,25.0,5.794394652852806,20.546666666666667,0.9086014059249963,1.5666666666666667
Claremont/Bathgate,Claremont/Bathgate,Bronx,Bronx,6,1.2391666666666667,10.027777777777777,11.138333333333334,10.80021100141262,8.918333333333335,0.8558881242767167,4.279999999999999
Claremont/Bathgate,Clinton East,Bronx,Manhattan,1,10.58,22.033333333333335,32.99,3.1181474480151232,27.34,1.2408472012102874,
Claremont/Bathgate,Clinton West,Bronx,Manhattan,2,9.0855,27.1,34.980000000000004,3.915437164336284,28.215000000000003,1.0664759320643546,2.683333333333333
Claremont/Bathgate,Co-Op City,Bronx,Bronx,1,7.9,15.2,25.43,3.2189873417721517,19.6,1.2894736842105265,5.85
Claremont/Bathgate,Crotona Park East,Bronx,Bronx,3,1.3499999999999999,10.950000000000001,11.533333333333333,8.398401378736553,8.63,0.8069984221817158,4.733333333333333
Claremont/Bathgate,Douglaston,Bronx,Queens,1,12.865,29.033333333333335,42.53,3.305868635833657,34.55,1.190011481056257,
Claremont/Bathgate,East Concourse/Concourse Village,Bronx,Bronx,10,1.334,8.3,11.157,9.325013566830586,7.665000000000001,0.9858478556553514,4.526666666666666
Claremont/Bathgate,East Harlem North,Bronx,Manhattan,2,5.734999999999999,14.783333333333333,14.989999999999998,2.7138470772924554,19.73,1.3410202863961813,4.133333333333333
Claremont/Bathgate,East Harlem South,Bronx,Manhattan,1,5.32,24.9,19.84,3.7293233082706765,21.76,0.8738955823293174,2.75
Claremont/Bathgate,East Tremont,Bronx,Bronx,7,1.717857142857143,10.05,11.950000000000001,7.670528100458052,8.944285714285714,0.8966468427718634,3.972222222222222
Claremont/Bathgate,Eastchester,Bronx,Bronx,1,3.59,13.416666666666666,14.81,4.125348189415042,12.7,0.946583850931677,5.816666666666666
Claremont/Bathgate,Fordham South,Bronx,Bronx,7,1.4375714285714285,9.883333333333335,11.418571428571429,9.07392306398512,9.438571428571427,1.0772683157977578,5.5055555555555555
Claremont/Bathgate,Garment District,Bronx,Manhattan,1,10.86,48.15,44.33,4.08195211786372,46.53,0.9663551401869159,2.25
Claremont/Bathgate,Hamilton Heights,Bronx,Manhattan,1,3.87,13.516666666666667,14.91,3.8527131782945734,16.14,1.1940813810110973,1.4166666666666667
Claremont/Bathgate,Highbridge,Bronx,Bronx,4,2.9852499999999997,14.866666666666667,14.709999999999999,4.551285438614502,16.445,1.104528459303823,6.55
Claremont/Bathgate,Hunts Point,Bronx,Bronx,2,3.06,15.508333333333333,15.884999999999998,6.467503217503217,13.379999999999999,0.8567021789969932,2.8583333333333334
Claremont/Bathgate,Inwood,Bronx,Manhattan,1,4.27,26.916666666666668,10.54,2.468384074941452,12.2,0.453250773993808,3.4166666666666665
Claremont/Bathgate,JFK Airport,Bronx,Queens,1,19.93,44.78333333333333,86.21,4.325639739086804,57.04,1.2736881280238184,1.8333333333333333
Claremont/Bathgate,Kingsbridge Heights,Bronx,Bronx,2,1.4129999999999998,10.291666666666668,10.135,7.182864148388289,9.48,0.904946394549036,6.983333333333333
Claremont/Bathgate,Kips Bay,Bronx,Manhattan,2,11.24,31.799999999999997,40.394999999999996,3.6009593878986026,34.66,1.0917892471648378,5.141666666666667
Claremont/Bathgate,Longwood,Bronx,Bronx,5,1.61,11.59,13.780000000000001,8.674768972331403,9.65,0.851779688661541,4.49
Claremont/Bathgate,Manhattanville,Bronx,Manhattan,1,5.92,16.85,22.89,3.8665540540540544,30.07,1.7845697329376853,9.0
Claremont/Bathgate,Melrose South,Bronx,Bronx,7,1.951857142857143,13.426190476190476,14.52,7.537140077105063,10.512857142857143,0.7860682382820394,3.025
Claremont/Bathgate,Morningside Heights,Bronx,Manhattan,1,4.66,35.21666666666667,23.68,5.081545064377682,29.05,0.8248935163274964,8.416666666666666
Claremont/Bathgate,Morrisania/Melrose,Bronx,Bronx,6,1.3705,9.177777777777777,12.528333333333334,9.860554922172037,8.393333333333333,0.9668067406312103,1.8833333333333335
Claremont/Bathgate,Mott Haven/Port Morris,Bronx,Bronx,4,2.785,13.595833333333333,13.225,5.340747247448744,12.34,0.9157855918347368,3.658333333333333
Claremont/Bathgate,Mount Hope,Bronx,Bronx,11,1.0990909090909091,7.662121212121212,10.736363636363636,10.79692212239653,6.782727272727272,0.9666982638085535,4.95909090909091
Claremont/Bathgate,Norwood,Bronx,Bronx,5,2.796,19.616666666666667,18.688,6.838787211422924,15.868,0.837218752886938,5.876666666666667
Claremont/Bathgate,Ocean Hill,Bronx,Brooklyn,1,19.05,34.5,50.19,2.6346456692913383,47.8,1.3855072463768114,3.1
Claremont/Bathgate,Outside of NYC,Bronx,,1,11.62,43.266666666666666,38.76,3.3356282271944924,43.66,1.009090909090909,5.916666666666667
Claremont/Bathgate,Parkchester,Bronx,Bronx,1,3.28,13.583333333333334,18.36,5.597560975609756,12.38,0.9114110429447853,3.95
Claremont/Bathgate,Pelham Bay,Bronx,Bronx,1,6.34,14.95,23.56,3.7160883280757098,17.34,1.159866220735786,1.6166666666666667
Claremont/Bathgate,Pelham Parkway,Bronx,Bronx,1,4.629,13.9,18.12,3.9144523655217114,14.45,1.039568345323741,
Claremont/Bathgate,Riverdale/North Riverdale/Fieldston,Bronx,Bronx,1,5.48,19.233333333333334,21.5,3.9233576642335763,18.66,0.9701906412478336,3.65
Claremont/Bathgate,Schuylerville/Edgewater Park,Bronx,Bronx,1,5.021,12.983333333333333,17.74,3.533160724955188,16.41,1.2639281129653404,
Claremont/Bathgate,Soundview/Bruckner,Bronx,Bronx,1,3.73,30.033333333333335,15.02,4.02680965147453,24.27,0.8081021087680355,0.8
Claremont/Bathgate,Soundview/Castle Hill,Bronx,Bronx,6,3.6453333333333333,14.10277777777778,17.273333333333333,4.817780806942013,13.793333333333335,0.993922423445509,4.108333333333333
Claremont/Bathgate,Spuyten Duyvil/Kingsbridge,Bronx,Bronx,1,5.07,20.983333333333334,26.25,5.177514792899408,23.51,1.1204130262112788,4.066666666666666
Claremont/Bathgate,Sunset Park West,Bronx,Brooklyn,1,16.77,60.45,51.09,3.046511627906977,58.05,0.9602977667493796,11.583333333333334
Claremont/Bathgate,University Heights/Morris Heights,Bronx,Bronx,5,1.8988,12.68,13.738,7.494788054338704,11.58,0.9270772297330122,8.579166666666666
Claremont/Bathgate,Van Cortlandt Park,Bronx,Bronx,1,3.75,18.55,19.7,5.253333333333333,15.91,0.8576819407008086,4.0
Claremont/Bathgate,Van Nest/Morris Park,Bronx,Bronx,4,3.688,17.941666666666666,16.122500000000002,4.372714206109446,15.7,0.8845154027064095,4.0055555555555555
Claremont/Bathgate,Washington Heights North,Bronx,Manhattan,2,3.37,18.608333333333334,21.46,6.342608296233481,16.02,0.895134687704382,2.8
Claremont/Bathgate,Washington Heights South,Bronx,Manhattan,6,3.4478333333333335,21.98888888888889,24.301666666666666,7.092705402903711,19.43,0.9389848234348547,4.108333333333333
Claremont/Bathgate,West Concourse,Bronx,Bronx,13,1.4998461538461538,12.023076923076925,12.75076923076923,9.245098103357504,9.858461538461539,0.821848497009989,4.276666666666666
Claremont/Bathgate,West Farms/Bronx River,Bronx,Bronx,3,2.6656666666666666,11.866666666666667,15.26,5.871947871016485,11.593333333333334,0.973470062194286,5.008333333333333
Claremont/Bathgate,Westchester Village/Unionport,Bronx,Bronx,2,4.891,24.258333333333333,28.174999999999997,5.965464221840218,22.295,0.9134431782292111,2.066666666666667
Claremont/Bathgate,Woodlawn/Wakefield,Bronx,Bronx,1,5.31,13.716666666666667,19.03,3.5838041431261773,15.22,1.109599027946537,1.6666666666666667
Claremont/Bathgate,World Trade Center,Bronx,Manhattan,1,15.318,33.03333333333333,58.04,3.78900639770205,44.03,1.332896064581231,10.583333333333334
Clinton East,Allerton/Pelham Gardens,Manhattan,Bronx,1,20.51,42.4,57.2,2.788883471477328,74.11,1.747877358490566,2.25
Clinton East,Astoria,Manhattan,Queens,4,7.3575,27.541666666666668,40.88,5.08236882237741,28.27,0.9823082207768875,24.041666666666668
Clinton East,Battery Park,Manhattan,Manhattan,2,4.843,29.5,36.0,7.487185838835238,25.3,0.8711827604303333,
Clinton East,Battery Park City,Manhattan,Manhattan,4,4.58125,20.45,24.605,5.375360850878049,19.0275,0.9392751545369211,5.283333333333333
Clinton East,Bay Ridge,Manhattan,Brooklyn,3,12.353333333333333,34.55555555555555,39.50333333333333,3.2808120790503383,37.47,1.0841481553877346,4.266666666666667
Clinton East,Bedford Park,Manhattan,Bronx,1,10.985,30.35,36.68,3.3390987710514337,32.74,1.0787479406919276,
Clinton East,Belmont,Manhattan,Bronx,1,11.09,41.083333333333336,41.55,3.7466185752930565,43.03,1.0473833671399595,2.4
Clinton East,Bloomingdale,Manhattan,Manhattan,1,4.22,13.816666666666666,47.86,11.341232227488153,24.6,1.7804583835946926,5.35
Clinton East,Brownsville,Manhattan,Brooklyn,1,11.12,49.46666666666667,37.86,3.404676258992806,43.96,0.8886792452830189,5.033333333333333
Clinton East,Bushwick North,Manhattan,Brooklyn,2,7.797000000000001,41.25,32.095,4.115550005954617,38.715,0.931644520275403,1.5333333333333334
Clinton East,Bushwick South,Manhattan,Brooklyn,4,9.20925,39.05416666666667,31.1475,3.5531929324768416,31.43,0.8536724575316792,2.6625
Clinton East,Central Harlem,Manhattan,Manhattan,4,4.39175,18.1,28.6625,6.689902386597005,18.2025,1.025221434635569,2.541666666666667
Clinton East,Central Harlem North,Manhattan,Manhattan,8,6.270125,21.947916666666668,35.62,5.6789769353969355,25.626250000000002,1.1819504860280037,2.17
Clinton East,Central Park,Manhattan,Manhattan,3,2.8683333333333336,25.505555555555556,30.48,10.748749366660325,20.073333333333334,0.8362226380445228,1.075
Clinton East,Chinatown,Manhattan,Manhattan,3,4.666,32.55,32.39666666666667,6.870176945879133,27.25333333333333,0.8319243807616918,1.075
Clinton East,Clinton East,Manhattan,Manhattan,6,0.7953333333333333,5.688888888888889,8.343333333333332,10.805913972667645,5.788333333333333,1.2112281016318687,2.5233333333333334
Clinton East,Clinton Hill,Manhattan,Brooklyn,1,9.23,47.416666666666664,39.72,4.3033586132177675,40.2,0.8478031634446398,1.3666666666666667
Clinton East,Clinton West,Manhattan,Manhattan,16,0.908875,7.647916666666667,13.536875,15.902525205942476,8.954375,1.3351006067475153,4.5888888888888895
Clinton East,Co-Op City,Manhattan,Bronx,1,15.85,26.133333333333333,44.82,2.827760252365931,41.54,1.5895408163265305,1.7333333333333334
Clinton East,College Point,Manhattan,Queens,1,13.459,46.53333333333333,62.24,4.624414889664909,52.1,1.119627507163324,
Clinton East,Coney Island,Manhattan,Brooklyn,2,17.54,49.483333333333334,76.97,4.402975118990125,53.375,1.0802203368367733,8.95
Clinton East,Crown Heights North,Manhattan,Brooklyn,1,10.266,42.71666666666667,46.68,4.547048509643483,39.01,0.9132266874756144,
Clinton East,Crown Heights South,Manhattan,Brooklyn,3,10.013333333333334,51.300000000000004,37.190000000000005,3.906914132662729,37.370000000000005,0.7399392213147745,3.077777777777778
Clinton East,East Chelsea,Manhattan,Manhattan,17,1.4032352941176471,10.93921568627451,16.142352941176473,11.844644245850107,10.748823529411764,0.9371891352443062,3.943055555555555
Clinton East,East Concourse/Concourse Village,Manhattan,Bronx,1,9.85,21.2,26.24,2.663959390862944,28.51,1.3448113207547172,5.233333333333333
Clinton East,East Harlem North,Manhattan,Manhattan,2,5.145,20.916666666666664,27.265,5.408118943568307,21.02,1.003142080412076,4.433333333333334
Clinton East,East Harlem South,Manhattan,Manhattan,7,3.9520000000000004,22.17142857142857,25.997142857142855,6.842811235039797,19.225714285714282,0.9192651386970393,2.625
Clinton East,East Village,Manhattan,Manhattan,9,3.7663333333333333,22.283333333333335,23.736666666666665,6.385667765940088,18.947777777777777,0.8610341427994759,3.6888888888888887
Clinton East,East Williamsburg,Manhattan,Brooklyn,2,7.395,34.208333333333336,34.865,4.748919523236197,30.005000000000003,0.8789006331304913,3.9166666666666665
Clinton East,Eastchester,Manhattan,Bronx,1,16.65,39.9,66.13,3.9717717717717718,45.9,1.150375939849624,0.9666666666666667
Clinton East,Elmhurst/Maspeth,Manhattan,Queens,1,6.43,31.233333333333334,27.03,4.203732503888025,27.97,0.8955176093916755,2.6666666666666665
Clinton East,Financial District North,Manhattan,Manhattan,2,5.379,32.70833333333333,62.345,11.62743890299139,39.62,1.2206030624667776,1.9666666666666666
Clinton East,Financial District South,Manhattan,Manhattan,2,6.0775,21.65,28.97,4.761079017325229,23.325,1.0798374986064752,
